0,123945,2115
1,124464,2116
2,124913,2115
3,125289,2112
4,125590,2106
5,125812,2098
6,125952,2088
7,126010,2075
8,125980,2059
9,125861,2041
10,125650,2019
11,125343,1995
12,124939,1967
13,124433,1935
14,123823,1901
15,123107,1862
16,122279,1820
17,121339,1773
18,120282,1722
19,119106,1667
20,117806,1608
21,116381,1544
22,114826,1475
23,113139,1401
24,111316,1321
25,109353,1237
50,5166,37
51,5191,38
52,5209,39
53,5220,39
54,5225,40
55,5222,41
56,5212,41
57,5193,42
58,5166,43
59,5130,43
60,5085,44
61,5029,45
62,4964,46
63,4887,46
64,4800,47
65,4701,48
66,4589,49
67,4465,49
68,4327,50
69,4176,51
70,4010,52
71,3829,53
72,3633,53
73,3421,54
74,3192,55
75,2945,56
100,189227,5433
101,186634,5507
102,183765,5582
103,180614,5657
104,177170,5733
105,173427,5810
106,169377,5887
107,165010,5964
108,160319,6042
109,155294,6121
110,149928,6200
111,144212,6279
112,138137,6359
113,131693,6440
114,124873,6521
115,117667,6603
116,110066,6685
117,102060,6768
118,93641,6851
119,84798,6935
120,75523,7019
121,65806,7104
122,55637,7190
123,45006,7276
124,33904,7362
125,22320,7449
150,60476,787
151,60815,800
152,61132,813
153,61425,827
154,61695,841
155,61940,855
156,62160,869
157,62355,883
158,62523,898
159,62664,912
160,62777,927
161,62862,942
162,62918,957
163,62944,973
164,62940,989
165,62905,1004
166,62838,1020
167,62739,1037
168,62606,1053
169,62441,1070
170,62240,1087
171,62005,1104
172,61735,1121
173,61428,1138
174,61084,1156
175,60702,1174
200,710510,13078
201,714031,13174
202,717199,13264
203,720000,13350
204,722420,13430
205,724447,13503
206,726065,13571
207,727261,13632
208,728021,13685
209,728330,13731
210,728173,13769
211,727536,13799
212,726403,13820
213,724760,13831
214,722591,13833
215,719880,13824
216,716612,13805
217,712771,13774
218,708340,13731
219,703304,13676
220,697646,13607
221,691350,13526
222,684398,13430
223,676773,13319
224,668459,13193
225,659439,13051
250,56119,1928
251,55948,1924
252,55719,1920
253,55430,1915
254,55078,1909
255,54659,1901
256,54171,1892
257,53609,1883
258,52970,1871
