0,101210,1998
1,101925,2012
2,102640,2026
3,103354,2040
4,104069,2054
5,104784,2068
6,105499,2082
7,106213,2096
8,106928,2110
9,107643,2124
10,108358,2138
11,109073,2152
12,109787,2166
13,110502,2180
14,111217,2194
15,111932,2208
16,112646,2222
17,113361,2236
18,114076,2250
19,114791,2264
20,115505,2277
21,116220,2291
22,116935,2305
23,117650,2319
24,118364,2333
25,119079,2347
50,4612,37
51,4664,37
52,4716,37
53,4768,37
54,4819,38
55,4871,38
56,4923,38
57,4974,38
58,5026,39
59,5078,39
60,5130,39
61,5181,39
62,5233,40
63,5285,40
64,5337,40
65,5388,40
66,5440,41
67,5492,41
68,5544,41
69,5595,42
70,5647,42
71,5699,42
72,5751,42
73,5802,43
74,5854,43
75,5906,43
100,186397,4253
101,187712,4283
102,189027,4313
103,190342,4343
104,191657,4372
105,192972,4402
106,194287,4432
107,195602,4462
108,196917,4492
109,198232,4521
110,199547,4551
111,200862,4581
112,202177,4611
113,203492,4640
114,204807,4670
115,206122,4700
116,207437,4730
117,208752,4760
118,210067,4789
119,211382,4819
120,212697,4849
121,214012,4879
122,215327,4909
123,216642,4938
124,217957,4968
125,219272,4998
150,49866,608
151,50219,612
152,50572,616
153,50926,620
154,51279,625
155,51633,629
156,51986,633
157,52339,637
158,52693,642
159,53046,646
160,53399,650
161,53753,654
162,54106,659
163,54459,663
164,54813,667
165,55166,671
166,55519,676
167,55873,680
168,56226,684
169,56579,689
170,56933,693
171,57286,697
172,57640,701
173,57993,706
174,58346,710
175,58700,714
200,584599,11990
201,588702,12073
202,592805,12157
203,596908,12241
204,601011,12325
205,605114,12409
206,609217,12493
207,613320,12577
208,617423,12661
209,621526,12745
210,625629,12829
211,629732,12913
212,633835,12996
213,637938,13080
214,642041,13164
215,646144,13248
216,650247,13332
217,654350,13416
218,658453,13500
219,662556,13584
220,666659,13668
221,670762,13752
222,674865,13836
223,678968,13920
224,683071,14003
225,687174,14087
250,60184,2571
251,60602,2589
252,61020,2607
253,61438,2625
254,61856,2643
255,62274,2661
256,62691,2679
257,63109,2697
258,63527,2715
259,63945,2733
260,64363,2751
261,64781,2768
262,65199,2786
263,65617,2804
264,66035,2822
265,66453,2840
266,66871,2858
267,67289,2876
268,67707,2894
269,68125,2912
270,68543,2930
271,68961,2948
272,69379,2966
273,69796,2984
274,70214,3002
275,70632,3020
300,69948,6041
301,70431,6081
302,70915,6121
303,71398,6161
304,71882,6202
305,72366,6242
306,72849,6282
307,73333,6322
308,73817,6363
309,74300,6403
310,74784,6443
311,75268,6483
312,75751,6523
313,76235,6564
314,76719,6604
315,77202,6644
316,77686,6684
317,78169,6725
318,78653,6765
319,79137,6805
320,79620,6845
321,80104,6886
322,80588,6926
323,81071,6966
324,81555,7006
325,82039,7046
350,18805,781
351,18929,787
352,19056,792
353,19184,798
354,19312,803
355,19440,809
356,19568,814
357,19697,819
358,19826,825
359,19955,830
360,20084,836
361,20213,841
362,20343,847
363,20472,852
364,20601,858
365,20730,863
366,20859,869
367,20989,874
368,21118,880
369,21247,885
370,21376,891
371,21505,896
372,21635,901
373,21764,907
374,21893,912
375,22022,918
400,503967,8906
401,507508,8971
402,511050,9035
403,514592,9099
404,518133,9163
405,521675,9227
406,525216,9291
407,528758,9356
408,532300,9420
409,535841,9484
410,539383,9548
411,542924,9612
412,546466,9677
413,550007,9741
414,553549,9805
415,557091,9869
416,560632,9933
417,564174,9998
418,567715,10062
419,571257,10126
420,574799,10190
421,578340,10254
422,581882,10318
423,585423,10383
424,588965,10447
425,592507,10511
450,220657,5169
451,222208,5205
452,223760,5242
453,225311,5278
454,226862,5314
455,228413,5350
456,229964,5386
457,231515,5422
458,233066,5458
459,234617,5495
460,236168,5531
461,237719,5567
462,239271,5603
463,240822,5639
464,242373,5675
465,243924,5711
466,245475,5747
467,247026,5784
468,248577,5820
469,250128,5856
470,251679,5892
471,253231,5928
472,254782,5964
473,256333,6000
474,257884,6037
475,259435,6073
500,4268,51
501,4303,51
502,4337,52
503,4372,52
504,4407,52
505,4441,53
506,4476,53
507,4510,53
508,4545,54
509,4579,54
510,4614,55
511,4649,55
512,4683,55
513,4718,56
514,4752,56
515,4787,56
516,4821,57
517,4856,57
518,4891,57
519,4925,58
520,4960,58
521,4994,58
522,5029,59
523,5063,59
524,5098,60
525,5133,60
550,23977,266
551,24153,268
552,24328,270
553,24504,272
554,24680,274
555,24855,276
556,25031,277
557,25207,279
558,25383,281
559,25558,283
560,25734,285
561,25910,287
562,26085,289
563,26261,290
564,26437,292
565,26612,294
566,26788,296
567,26964,298
568,27140,300
569,27315,302
570,27491,304
571,27667,305
572,27842,307
573,28018,309
574,28194,311
575,28369,313
600,246103,9958
601,247819,10023
602,249534,10089
603,251250,10156
604,252966,10224
605,254681,10291
606,256397,10359
607,258112,10427
608,259828,10494
609,261543,10562
610,263259,10629
611,264974,10697
612,266690,10764
613,268405,10832
614,270121,10900
615,271836,10967
616,273552,11035
617,275267,11102
618,276983,11170
619,278698,11237
620,280414,11305
621,282130,11373
622,283845,11440
623,285561,11508
624,287276,11575
625,288992,11643
650,87476,4082
651,88086,4110
652,88695,4139
653,89305,4167
654,89915,4196
655,90525,4225
656,91135,4253
657,91745,4282
658,92355,4310
659,92965,4339
660,93574,4367
661,94184,4396
662,94794,4424
663,95404,4453
664,96014,4481
665,96624,4510
666,97234,4538
667,97844,4567
668,98454,4595
669,99063,4624
670,99673,4652
671,100283,4681
672,100893,4709
673,101503,4738
674,102113,4767
675,102723,4795
700,57143,1204
701,57545,1212
702,57946,1221
703,58347,1229
704,58748,1238
705,59149,1246
706,59551,1255
707,59952,1263
708,60353,1271
709,60754,1280
710,61155,1288
711,61557,1297
712,61958,1305
713,62359,1314
714,62760,1322
715,63162,1330
716,63563,1339
717,63964,1347
718,64365,1356
719,64766,1364
720,65168,1373
721,65569,1381
722,65970,1390
723,66371,1398
724,66772,1406
725,67174,1415
750,34298,497
751,34540,500
752,34782,504
753,35024,507
754,35266,511
755,35508,514
756,35750,518
757,35992,521
758,36233,525
759,36475,528
760,36717,532
761,36959,535
762,37201,539
763,37443,542
764,37685,546
765,37927,549
766,38168,553
767,38410,556
768,38652,560
769,38894,563
770,39136,567
771,39378,570
772,39620,573
773,39862,577
774,40104,580
775,40345,584
800,38033,1002
801,38303,1009
802,38573,1016
803,38842,1023
804,39112,1030
805,39382,1037
806,39652,1044
807,39922,1051
808,40192,1058
809,40462,1065
810,40731,1072
811,41001,1079
812,41271,1086
813,41541,1093
814,41811,1100
815,42081,1107
816,42350,1114
817,42620,1121
818,42890,1128
819,43160,1135
820,43430,1142
821,43700,1149
822,43970,1156
823,44239,1163
824,44509,1170
825,44779,1177
850,137878,4961
851,138842,4995
852,139807,5029
853,140772,5062
854,141736,5096
855,142701,5130
856,143665,5164
857,144630,5197
858,145595,5231
859,146559,5265
860,147524,5299
861,148489,5332
862,149453,5366
863,150418,5400
864,151382,5434
865,152347,5468
866,153312,5501
867,154276,5535
868,155241,5569
869,156205,5603
870,157170,5636
871,158135,5670
872,159099,5704
873,160064,5738
874,161029,5771
875,161993,5805
900,5173,180
901,5210,181
902,5246,183
903,5282,184
904,5318,185
905,5354,186
906,5391,188
907,5427,189
908,5463,190
909,5499,191
910,5535,193
911,5572,194
912,5608,195
913,5644,197
914,5680,198
915,5716,199
916,5753,200
917,5789,202
918,5825,203
919,5861,204
920,5897,205
921,5934,207
922,5970,208
923,6006,209
924,6042,210
925,6078,212
950,4763,83
951,4798,83
952,4833,84
953,4868,85
954,4903,85
955,4937,86
956,4972,86
957,5007,87
958,5042,87
959,5077,88
960,5112,89
961,5146,89
962,5181,90
963,5216,90
964,5251,91
965,5286,92
966,5320,92
967,5355,93
968,5390,93
969,5425,94
970,5460,94
971,5495,95
972,5529,96
973,5564,96
974,5599,97
975,5634,97
1000,34120,444
1001,34359,447
1002,34597,451
1003,34836,454
1004,35075,457
1005,35313,460
1006,35552,463
1007,35790,466
1008,36029,469
1009,36268,472
1010,36506,475
1011,36745,479
1012,36983,482
1013,37222,485
1014,37461,488
1015,37699,491
1016,37938,494
1017,38176,497
1018,38415,500
1019,38654,503
1020,38892,507
1021,39131,510
1022,39369,513
1023,39608,516
1024,39847,519
1025,40085,522
1050,55098,1130
1051,55489,1138
1052,55881,1145
1053,56272,1153
1054,56663,1161
1055,57055,1169
1056,57446,1177
1057,57838,1185
1058,58229,1193
1059,58621,1201
1060,59012,1208
1061,59403,1216
1062,59795,1224
1063,60186,1232
1064,60578,1240
1065,60969,1248
1066,61360,1256
1067,61752,1264
1068,62143,1272
1069,62535,1279
1070,62926,1287
1071,63317,1295
1072,63709,1303
1073,64100,1311
1074,64492,1319
1075,64883,1327
1100,8628,557
1101,8685,561
1102,8743,565
1103,8801,569
1104,8859,573
1105,8918,577
1106,8976,580
1107,9034,584
1108,9093,588
1109,9151,592
1110,9209,596
1111,9267,600
1112,9326,604
1113,9384,608
1114,9442,612
1115,9501,616
1116,9559,619
1117,9617,623
1118,9675,627
1119,9734,631
1120,9792,635
1121,9850,639
1122,9909,643
1123,9967,647
1124,10025,651
1125,10083,655
1150,259785,20398
1151,261590,20525
1152,263394,20652
1153,265199,20781
1154,267003,20910
1155,268808,21039
1156,270612,21168
1157,272417,21297
1158,274221,21426
1159,276025,21554
1160,277830,21683
1161,279634,21812
1162,281439,21941
1163,283243,22070
1164,285048,22199
1165,286852,22327
1166,288657,22456
1167,290461,22585
1168,292265,22714
1169,294070,22843
1170,295874,22972
1171,297679,23100
1172,299483,23229
1173,301288,23358
1174,303092,23487
1175,304897,23616
1200,24773,861
1201,24948,867
1202,25123,873
1203,25298,879
1204,25473,885
1205,25648,891
1206,25823,897
1207,25998,903
1208,26173,909
1209,26348,915
1210,26523,921
1211,26698,927
1212,26873,933
1213,27047,939
1214,27222,945
1215,27397,951
1216,27572,957
1217,27747,963
1218,27922,969
1219,28097,975
1220,28272,981
1221,28447,987
1222,28622,993
1223,28797,999
1224,28972,1005
1225,29147,1011
1250,597284,46928
1251,601441,47251
1252,605599,47573
1253,609757,47896
1254,613914,48218
1255,618072,48541
1256,622230,48863
1257,626387,49185
1258,630545,49508
1259,634702,49830
1260,638860,50153
1261,643018,50475
1262,647175,50798
1263,651333,51120
1264,655491,51443
1265,659648,51765
1266,663806,52088
1267,667963,52410
1268,672121,52732
1269,676279,53055
1270,680436,53377
1271,684594,53700
1272,688752,54022
1273,692909,54345
1274,697067,54667
1275,701224,54990
1300,143751,2588
1301,144763,2606
1302,145776,2624
1303,146789,2643
1304,147801,2661
1305,148814,2679
1306,149827,2697
1307,150839,2715
1308,151852,2733
1309,152865,2751
1310,153878,2769
1311,154890,2787
1312,155903,2805
1313,156916,2824
1314,157928,2842
1315,158941,2860
1316,159954,2878
1317,160966,2896
1318,161979,2914
1319,162992,2932
1320,164004,2950
1321,165017,2968
1322,166030,2986
1323,167042,3004
1324,168055,3023
1325,169068,3041
1350,8803,148
1351,8869,149
1352,8935,150
1353,9000,151
1354,9066,152
1355,9132,153
1356,9198,154
1357,9263,155
1358,9329,156
1359,9395,157
1360,9461,158
1361,9526,159
1362,9592,160
1363,9658,162
1364,9724,163
1365,9789,164
1366,9855,165
1367,9921,166
1368,9987,167
1369,10052,168
1370,10118,169
1371,10184,170
1372,10250,171
1373,10315,172
1374,10381,173
1375,10447,174
1400,111699,4662
1401,112482,4694
1402,113264,4727
1403,114047,4759
1404,114830,4792
1405,115612,4824
1406,116395,4857
1407,117178,4889
1408,117960,4922
1409,118743,4954
1410,119525,4987
1411,120308,5020
1412,121091,5052
1413,121873,5085
1414,122656,5117
1415,123439,5150
1416,124221,5182
1417,125004,5215
1418,125787,5247
1419,126569,5280
1420,127352,5312
1421,128135,5345
1422,128917,5378
1423,129700,5410
1424,130483,5443
1425,131265,5475
1450,43525,763
1451,43843,769
1452,44162,774
1453,44480,780
1454,44798,785
1455,45117,790
1456,45435,796
1457,45754,801
1458,46072,806
1459,46391,812
1460,46709,817
1461,47027,822
1462,47346,828
1463,47664,833
1464,47983,838
1465,48301,844
1466,48619,849
1467,48938,854
1468,49256,860
1469,49575,865
1470,49893,870
1471,50212,876
1472,50530,881
1473,50848,886
1474,51167,892
1475,51485,897
1500,22055,430
1501,22212,433
1502,22369,436
1503,22526,439
1504,22682,442
1505,22839,445
1506,22996,448
1507,23153,451
1508,23310,454
1509,23467,457
1510,23624,460
1511,23780,463
1512,23937,466
1513,24094,469
1514,24251,472
1515,24408,475
1516,24565,478
1517,24722,481
1518,24879,484
1519,25035,487
1520,25192,490
1521,25349,493
1522,25506,496
1523,25663,499
1524,25820,502
1525,25977,505
1550,116048,3998
1551,116856,4014
1552,117664,4030
1553,118472,4046
1554,119280,4061
1555,120088,4077
1556,120896,4093
1557,121704,4109
1558,122512,4125
1559,123320,4141
1560,124128,4158
1561,124936,4175
1562,125744,4193
1563,126552,4210
1564,127359,4228
1565,128167,4245
1566,128975,4263
1567,129783,4280
1568,130591,4298
1569,131399,4315
1570,132207,4333
1571,133015,4350
1572,133823,4368
1573,134631,4385
1574,135439,4403
1575,136247,4420
1600,166215,11686
1601,167369,11764
1602,168523,11842
1603,169677,11921
1604,170831,11999
1605,171985,12078
1606,173139,12156
1607,174293,12235
1608,175447,12313
1609,176601,12392
1610,177756,12470
1611,178910,12549
1612,180064,12627
1613,181218,12706
1614,182372,12784
1615,183526,12863
1616,184680,12941
1617,185834,13020
1618,186988,13098
1619,188142,13176
1620,189297,13255
1621,190451,13333
1622,191605,13412
1623,192759,13490
1624,193913,13569
1625,195067,13647
1650,122309,7704
1651,123157,7738
1652,124004,7774
1653,124852,7812
1654,125699,7850
1655,126547,7889
1656,127394,7927
1657,128241,7966
1658,129089,8004
1659,129936,8042
1660,130784,8081
1661,131631,8119
1662,132479,8157
1663,133326,8196
1664,134174,8234
1665,135021,8272
1666,135868,8311
1667,136716,8349
1668,137563,8388
1669,138411,8426
1670,139258,8464
1671,140106,8503
1672,140953,8541
1673,141801,8579
1674,142648,8618
1675,143495,8656
1700,69524,2258
1701,70013,2273
1702,70501,2289
1703,70990,2305
1704,71478,2321
1705,71967,2336
1706,72455,2352
1707,72944,2368
1708,73432,2384
1709,73921,2399
1710,74409,2415
1711,74898,2431
1712,75386,2447
1713,75875,2462
1714,76363,2478
1715,76852,2494
1716,77340,2510
1717,77829,2525
1718,78317,2541
1719,78806,2557
1720,79294,2573
1721,79783,2588
1722,80271,2604
1723,80760,2620
1724,81248,2636
1725,81737,2651
1750,68732,2194
1751,69218,2209
1752,69704,2224
1753,70190,2240
1754,70677,2255
1755,71163,2270
1756,71649,2286
1757,72135,2301
1758,72621,2316
1759,73108,2332
1760,73594,2347
1761,74080,2362
1762,74566,2378
1763,75052,2393
1764,75539,2409
1765,76025,2424
1766,76511,2439
1767,76997,2455
1768,77483,2470
1769,77970,2485
1770,78456,2501
1771,78942,2516
1772,79428,2531
1773,79914,2547
1774,80401,2562
1775,80887,2578
1800,61560,1715
1801,61995,1727
1802,62429,1739
1803,62864,1751
1804,63298,1763
1805,63733,1775
1806,64167,1787
1807,64602,1799
1808,65036,1811
1809,65471,1823
1810,65905,1834
1811,66340,1846
1812,66774,1858
1813,67209,1870
1814,67643,1882
1815,68078,1894
1816,68512,1906
1817,68947,1918
1818,69381,1930
1819,69816,1942
1820,70250,1954
1821,70685,1966
1822,71119,1978
1823,71554,1990
1824,71988,2002
1825,72423,2014
1850,155754,9637
1851,156836,9701
1852,157919,9765
1853,159001,9830
1854,160084,9894
1855,161166,9959
1856,162249,10023
1857,163331,10087
1858,164414,10152
1859,165496,10216
1860,166579,10281
1861,167661,10345
1862,168744,10410
1863,169826,10474
1864,170908,10538
1865,171991,10603
1866,173073,10667
1867,174156,10732
1868,175238,10796
1869,176321,10861
1870,177403,10925
1871,178486,10989
1872,179568,11054
1873,180651,11118
1874,181733,11183
1875,182816,11247
1900,26003,1395
1901,26179,1404
1902,26355,1414
1903,26531,1424
1904,26707,1433
1905,26882,1443
1906,27060,1453
1907,27238,1463
1908,27416,1472
1909,27594,1482
1910,27773,1492
1911,27951,1501
1912,28129,1511
1913,28307,1521
1914,28486,1531
1915,28664,1540
1916,28842,1550
1917,29020,1560
1918,29199,1569
1919,29377,1579
1920,29555,1589
1921,29734,1599
1922,29912,1608
1923,30090,1618
1924,30268,1628
1925,30447,1637
1950,98392,2096
1951,99087,2111
1952,99783,2125
1953,100478,2140
1954,101173,2155
1955,101868,2169
1956,102563,2184
1957,103259,2199
1958,103954,2213
1959,104649,2228
1960,105344,2243
1961,106039,2257
1962,106734,2272
1963,107430,2287
1964,108125,2301
1965,108820,2316
1966,109515,2331
1967,110210,2346
1968,110906,2360
1969,111601,2375
1970,112296,2390
1971,112991,2404
1972,113686,2419
1973,114382,2434
1974,115077,2448
1975,115772,2463
2000,12002,176
2001,12086,177
2002,12170,179
2003,12254,180
2004,12338,181
2005,12422,182
2006,12506,184
2007,12590,185
2008,12673,186
2009,12757,187
2010,12841,188
2011,12925,190
2012,13009,191
2013,13093,192
2014,13177,193
2015,13261,195
2016,13345,196
2017,13428,197
2018,13512,198
2019,13596,200
2020,13680,201
2021,13764,202
2022,13848,203
2023,13932,205
2024,14016,206
2025,14100,207
2050,122733,1404
2051,123599,1414
2052,124465,1424
2053,125331,1433
2054,126198,1443
2055,127064,1453
2056,127930,1463
2057,128796,1473
2058,129663,1483
2059,130529,1492
2060,131395,1502
2061,132261,1512
2062,133128,1522
2063,133994,1532
2064,134860,1541
2065,135727,1551
2066,136593,1561
2067,137459,1571
2068,138325,1581
2069,139192,1591
2070,140058,1600
2071,140924,1610
2072,141790,1620
2073,142657,1630
2074,143523,1640
2075,144389,1649
